#{"t_start": 1780877043.7068098, "env_id": "None"}
r,l,t
5074.0,151,690.382252
4405.5,168,690.695719
4727.0,166,691.020693
5401.5,140,691.293396
4932.0,150,691.572353
5066.0,139,691.819892
5219.5,165,692.122711
5611.0,151,692.400754
4191.5,186,692.737309
5432.5,162,693.029755
5093.0,140,693.290653
5913.0,133,693.547116
5173.5,140,693.800707
5384.5,133,695.785316
5126.0,134,696.034174
6083.0,131,696.277251
4669.0,147,696.554333
5379.0,157,696.880779
5132.0,151,697.157659
4089.0,162,697.471083
4962.0,137,697.721522
4799.5,152,698.044666
5046.5,171,698.384413
4996.0,147,698.684156
4771.5,155,698.968035
5297.0,153,699.259235
5964.5,112,699.468352
4902.5,139,701.533471
4966.5,142,701.809831
4950.0,157,702.098622
5088.0,133,702.348384
5117.0,132,702.59859
5047.0,169,702.921408
4862.0,164,703.241579
5504.0,163,703.539577
5201.5,151,703.819213
5507.5,167,704.1545
4429.5,167,704.467263
4505.5,140,704.73353
5579.5,153,705.01473
5527.0,139,705.268117
5090.5,142,707.31205
4765.0,159,707.600662
5097.5,141,707.866268
4878.5,153,708.201788
4948.5,160,708.511126
5090.0,160,708.833875
5164.0,160,709.131095
4876.5,136,709.387563
4773.0,164,709.694291
5242.0,156,709.99404
4936.0,181,710.348039
5631.5,185,710.70924
5391.5,128,710.941349
5622.0,144,712.90614
4884.0,165,713.21375
5478.5,170,713.53862
5590.0,135,713.776157
5287.0,137,714.037607
5115.5,145,714.32942
4925.5,180,714.655662
4780.0,160,714.974013
4872.5,172,715.312149
5354.5,164,715.630867
5627.5,179,715.977067
5040.5,168,716.286678
4976.5,165,716.572728
5266.5,119,718.609329
5205.0,146,718.879347
5727.0,140,719.126509
4791.5,161,719.448163
5584.0,130,719.71039
5543.5,159,720.004201
4223.0,188,720.382662
5285.0,153,720.672641
5056.5,198,721.055909
5259.5,157,721.33543
5370.5,139,721.608321
5265.5,160,721.90625
4365.0,171,722.21371
4665.0,180,724.389546
5161.0,162,724.701545
5466.0,152,724.987069
4789.5,141,725.266037
5057.0,138,725.528832
5216.0,134,725.768929
4829.5,188,726.140133
5041.5,164,726.451218
4678.5,172,726.810617
5580.5,153,727.238475
5483.0,135,727.55347
4784.5,159,727.85909
4962.5,169,728.17785
5656.5,171,730.352321
5378.5,142,730.626317
5438.0,132,730.856117
5604.5,124,731.105761
5358.0,150,731.402763
5555.0,144,731.67017
4484.5,188,732.029864
4635.0,163,732.325106
5119.0,135,732.589281
4903.0,144,732.87535
6173.0,134,733.125221
5690.0,113,733.33097
5319.5,156,733.626527
4591.5,161,733.907583
5767.5,144,735.970035
5636.0,167,736.303814
5452.5,149,736.585402
4565.0,170,736.913004
4773.5,147,737.176492
3776.0,201,737.551599
5945.5,145,737.813461
6306.5,137,738.052714
5204.0,157,738.344218
4435.5,201,738.706878
5317.0,166,739.032518
5552.5,141,739.306153
5267.5,148,739.590399
4894.5,149,741.616042
5590.0,149,741.903807
5301.0,149,742.169614
5111.5,140,742.435242
4467.0,177,742.77624
5186.5,137,743.043032
5321.0,177,743.362735
5296.5,158,743.661522
5043.5,146,743.942889
5089.5,201,744.329504
5317.0,140,744.59787
5154.5,150,744.902876
5452.5,139,745.186772
4660.5,157,747.189224
5662.0,187,747.549123
5094.5,155,747.960606
5388.5,188,748.347566
5683.5,145,748.619361
4917.0,156,748.982259
6054.5,115,749.225583
5425.5,171,749.663007
4585.0,148,750.007476
5518.0,129,750.311162
4737.0,149,750.655187
4663.0,184,751.034128
5005.5,137,751.31592
5135.5,162,754.353299
5486.5,152,754.702718
5676.5,130,755.011876
5794.0,173,755.653714
5301.0,151,756.090902
5364.0,139,756.422465
5394.0,146,756.710302
5326.5,139,757.037055
5583.0,157,757.382322
5487.0,127,757.655001
5018.0,141,757.949777
5724.0,136,758.255231
5504.0,130,758.532755
5487.5,143,758.833592
5400.5,134,761.981034
5681.5,143,762.248462
4731.5,167,762.578326
4903.0,160,762.89033
4896.0,159,763.193798
5379.0,145,763.511954
5437.5,147,763.812773
5009.0,190,764.195818
4817.5,177,764.537555
5202.0,153,764.838486
4013.5,193,765.208342
5465.0,151,765.473934
4655.5,155,765.752621
5247.5,149,767.843797
5508.0,156,768.127696
5251.5,141,768.390566
3141.0,201,768.771223
4183.5,176,769.102646
4728.5,134,769.36451
5080.0,136,769.631598
5384.0,142,769.904974
4450.5,131,770.157644
6130.5,120,770.376631
5470.5,162,770.680604
4178.5,182,771.020805
5041.5,180,771.373442
5132.0,162,773.887936
4651.0,181,774.261064
5241.0,191,774.620842
5217.0,152,774.914587
5278.0,136,775.179091
4913.5,136,775.442958
4969.0,144,775.71465
5486.5,156,776.041031
5852.5,118,776.266135
5500.5,150,776.561532
4779.0,166,776.897277
5208.0,139,777.168201
5693.5,134,777.429834
5639.5,155,777.726043
5912.5,159,780.026006
4607.0,147,780.299437
4595.0,163,780.611624
4732.0,164,780.929254
4938.5,148,781.196029
5135.0,156,781.494138
4919.0,196,781.884264
4870.0,155,782.188535
5267.5,156,782.49579
4811.0,135,782.777804
4891.5,160,783.101475
4924.5,161,783.416987
4720.5,187,783.761166
5341.0,149,786.052459
5054.0,124,786.291351
5218.5,148,786.593782
5375.5,134,786.85924
5303.0,134,787.124827
5502.0,127,787.402571
5063.0,157,787.700695
5497.5,165,788.02779
5694.0,139,788.297312
5410.5,138,788.561324
4127.0,197,788.982866
5684.0,146,789.285366
5711.0,158,789.619082
4985.0,150,792.147036
5356.0,158,792.486999
5126.0,137,792.769571
6064.0,133,793.014376
5143.0,151,793.34828
5703.5,152,793.641673
4363.0,171,793.973004
4157.5,189,794.384852
4953.5,175,794.732495
5729.0,154,795.029409
5149.5,148,795.327903
5566.5,154,795.627845
5053.5,185,795.982007
5443.5,139,798.272637
5406.5,160,798.586064
4163.5,166,798.909303
4078.5,141,799.177617
4642.5,169,799.512365
5620.5,140,799.77774
5201.0,154,800.058233
5373.5,124,800.297256
5020.0,142,800.570734
4686.5,175,800.928488
4723.0,169,801.245698
5241.0,150,801.578302
4949.0,152,801.878085
5173.0,159,802.181496
5470.5,132,804.499514
5533.0,149,804.809229
5548.5,126,805.050966
4687.5,163,805.383117
4448.5,170,805.713002
5528.5,147,806.004443
5580.0,142,806.310539
5699.0,132,806.583145
5805.0,132,806.839182
5566.5,133,807.092015
4859.0,172,807.419233
5520.0,147,807.703003
5125.0,155,808.020656
5582.0,139,808.287598
4811.5,138,810.533503
6047.5,124,810.78628
5798.5,146,811.067631
5498.5,156,811.429091
4996.5,159,811.737478
4811.5,158,812.025568
5191.0,143,812.304852
4598.5,176,812.630334
5117.0,165,812.941965
4294.5,169,813.282624
4736.5,138,813.564999
4766.0,154,813.836093
5592.0,154,814.128948
5553.0,158,816.503718
5343.0,155,816.796024
5149.0,145,817.091597
4437.5,153,817.392904
5715.5,120,817.624704
5242.5,163,817.937966
4708.0,175,818.258005
5405.5,146,818.546115
5536.0,141,818.819548
5646.0,164,819.138169
4077.5,187,819.518592
4882.0,158,819.851791
4052.5,155,820.145475
5076.5,137,820.4054
5047.5,164,822.736242
5191.0,145,823.026007
4723.0,155,823.33759
5382.5,133,823.609757
4909.0,139,823.899059
5041.0,125,824.150859
5248.5,161,824.461253
4864.0,152,824.759783
5813.0,136,825.051095
4724.0,176,825.382035
5094.5,145,825.647022
4926.5,143,825.937758
5695.0,146,826.206164
5962.5,129,826.467947
4175.5,173,828.782881
4656.0,127,829.031422
4733.5,178,829.386454
4131.5,159,829.682416
5497.0,166,829.993889
4819.5,161,830.283993
4954.5,141,830.548309
6009.5,136,830.806107
5278.0,165,831.159193
5130.0,144,831.432903
4887.0,167,831.748389
4766.5,144,832.009151
5799.0,120,832.239718
5261.0,150,834.385973
5322.0,150,834.659224
4939.0,160,834.967777
5165.5,130,835.188454
5443.5,140,835.453894
5057.0,172,835.77079
5491.0,140,836.042157
5006.5,161,836.39034
5132.5,127,836.669413
5331.0,125,836.891494
5296.5,154,837.185717
5291.0,131,837.452306
5983.5,117,837.691607
6102.5,151,837.976119
5221.0,155,840.327649
5585.5,142,840.612666
5605.5,142,840.879991
5020.0,143,841.142292
4528.0,164,841.483028
5341.0,144,841.793797
4619.5,169,842.123265
4740.5,176,842.473638
5425.5,161,842.76254
5189.0,154,843.08208
5062.5,140,843.353098
5615.0,166,843.655941
5297.5,144,843.920584
4987.5,134,844.180262
5294.5,138,846.386202
4575.0,129,846.687322
4901.5,151,847.005679
5689.5,140,847.274916
5858.5,152,847.579889
4716.0,162,847.885059
4597.0,161,848.188567
4786.5,155,848.506621
5614.0,107,848.719066
5212.5,151,848.997193
5508.5,150,849.275084
5424.5,134,849.539774
5308.0,131,849.786633
6111.0,144,850.059072
4592.0,166,852.355455
4962.0,156,852.666444
5519.5,124,852.905642
5773.5,128,853.139282
4897.5,159,853.442604
5702.0,154,853.727427
5547.5,146,853.996249
5819.0,142,854.255573
4707.0,141,854.532732
5104.5,152,854.844324
4956.0,151,855.131342
5622.5,175,855.442418
5900.0,115,855.670866
4379.0,177,856.014523
5573.0,130,858.326087
4900.0,149,858.622435
4786.5,139,858.882069
4993.5,119,859.112798
5437.5,145,859.490912
5183.0,135,859.746284
4958.5,160,860.074818
5107.5,141,860.351625
3943.0,164,860.644476
5446.0,128,860.848805
4913.5,164,861.139241
5101.0,143,861.401044
4477.0,163,861.740134
5368.5,136,861.989731
5279.0,115,864.507521
5350.5,106,864.760883
5091.5,142,865.052406
5502.0,144,865.364152
4839.0,144,865.63647
5239.5,131,865.922456
5121.5,134,866.170683
5725.5,136,866.44712
5115.5,137,866.707472
5555.5,115,866.915667
5312.5,138,867.197164
5226.0,163,867.517592
4702.5,107,867.728412
5580.0,120,867.952827
5280.5,147,868.23321
4753.5,143,870.355516
5776.5,120,870.571094
5050.5,128,870.8167
5036.0,145,871.083791
5211.5,148,871.39394
4483.5,149,871.687553
5499.0,128,871.956224
5585.5,143,872.235041
5443.0,145,872.51218
5668.0,138,872.75008
4748.5,154,873.032899
5364.0,127,873.293675
4666.0,163,873.609345
5590.0,128,873.849872
5245.0,152,874.174362
5673.5,129,876.364154
5844.0,153,876.643723
5977.5,143,876.917699
4757.5,143,877.241212
5238.0,156,877.546482
4809.5,178,877.877387
5736.5,140,878.136742
5481.5,141,878.412516
4917.0,121,878.653579
4474.0,145,878.930808
5632.5,135,879.186242
5624.5,122,879.414727
5447.5,136,879.688356
5350.0,139,879.960203
5939.5,134,882.111222
5215.5,151,882.39443
5399.5,156,882.710615
4465.0,159,883.030303
5543.0,135,883.304204
5088.5,122,883.53928
4939.0,172,883.948482
4490.5,184,884.289268
5975.0,118,884.493953
5476.0,126,884.741944
5474.5,119,884.940211
5629.0,163,885.213991
5244.5,145,885.467592
5356.0,155,885.718373
5990.0,130,885.932272
5621.0,147,888.572145
5591.5,162,888.880266
4237.5,154,889.201205
5582.5,134,889.45525
5607.5,145,889.738867
5007.5,158,890.0327
5085.0,150,890.329828
5393.5,151,890.646209
5467.5,150,890.892473
5747.5,159,891.163402
5239.5,152,891.437417
5271.0,142,891.690781
5324.5,136,891.929359
5173.0,130,894.496273
6123.0,135,894.738489
4963.5,153,894.994215
6847.0,123,895.235394
5323.5,156,895.531004
5576.0,145,895.79012
5274.5,138,896.033672
5677.5,141,896.292376
5515.0,117,896.488399
5159.5,139,896.71204
5744.0,164,896.989272
4959.5,148,897.28622
6032.5,121,897.517882
5351.0,141,897.767478
4879.5,161,898.048521
5651.5,146,900.191225
5379.0,136,900.459567
5030.0,141,900.699788
5156.0,153,900.949477
6406.0,124,901.158158
6089.0,140,901.389415
4871.0,174,901.704129
5208.5,136,901.952036
5372.5,143,902.201337
5557.5,164,902.572383
5240.5,123,902.826133
4646.0,145,903.134745
4728.5,138,903.395607
4993.5,131,903.642356
5381.0,155,906.150879
4723.5,168,906.593309
5537.0,170,906.96986
4445.5,195,907.446242
4793.5,182,907.881979
5397.0,155,908.24328
5241.5,167,908.620194
4939.0,160,909.014872
4869.5,176,909.403054
5256.5,155,909.73773
5967.0,136,910.029071
5369.0,133,910.316924
6321.5,139,910.625443
4808.0,159,913.084575
5244.5,130,913.325962
5684.0,144,913.598046
5864.0,106,913.811376
4395.0,190,914.161355
4702.5,185,914.539455
5465.0,147,914.824801
5397.5,151,915.134203
5657.0,167,915.445707
5875.5,115,915.694852
4074.0,183,916.067533
3947.0,200,916.47036
4997.0,165,916.799524
4762.0,166,919.247455
5344.5,135,919.5049
2970.5,201,919.937641
4747.5,155,920.268992
5085.0,148,920.577754
5615.5,132,920.846382
5663.5,139,921.132767
5085.0,160,921.458381
5134.0,133,921.721095
5513.0,122,921.974655
5550.0,151,922.272226
4998.0,155,922.575394
4333.5,166,922.905384
5089.0,145,923.18669
5544.0,178,925.64168
6070.5,146,925.929332
4954.5,169,926.245825
5550.0,153,926.554696
5323.0,144,926.822153
5593.5,139,927.110121
5569.0,138,927.384168
5714.5,139,927.676233
6048.0,131,927.926958
6042.5,110,928.167931
4742.0,168,928.539359
6027.5,137,928.812934
5866.5,132,929.090252
4998.0,146,929.385815
4801.0,131,931.782385
5813.5,164,932.097863
3960.0,160,932.4254
5231.5,132,932.707683
5137.0,119,932.94557
4134.5,161,933.289387
5513.5,157,933.608307
5491.0,134,933.867435
5237.0,152,934.180775
5224.5,149,934.469857
5337.0,155,934.775108
5876.5,149,935.08178
5497.0,178,935.440282
5528.5,143,937.816508
5725.0,138,938.12604
5129.0,132,938.38924
6455.5,116,938.631455
4787.5,146,938.950801
5936.5,146,939.232197
5053.0,169,939.56389
4744.5,147,939.845696
5852.0,123,940.097826
5755.0,121,940.335206
5213.0,143,940.625416
4778.5,144,940.906363
5861.5,137,941.161641
5261.0,169,941.483434
5098.5,170,941.803005
5308.0,132,944.1134
5559.0,140,944.373946
5664.5,136,944.642037
4837.0,139,944.896812
5341.0,118,945.126662
5471.5,135,945.374861
5189.0,135,945.650877
4987.0,149,945.938869
6090.0,132,946.195142
5531.0,133,946.437679
5749.5,146,946.737432
5581.0,138,947.006747
6294.0,125,947.245038
5460.5,144,947.551098
5527.5,121,947.793339
5335.0,164,950.272269
4870.5,154,950.595071
4722.5,150,950.90536
5248.5,159,951.230663
5254.5,129,951.492957
5763.5,110,951.717948
5442.5,132,951.980151
5420.5,143,952.267433
4987.0,163,952.580344
5363.5,127,952.81919
5928.5,140,953.098925
5256.5,131,953.347382
4438.0,146,953.650817
5770.0,110,953.864125
5134.0,131,954.127926
5657.0,115,956.37653
4755.0,169,956.728085
5114.0,142,957.031257
5440.5,140,957.309785
5727.0,139,957.589178
5117.5,150,957.897763
4932.0,159,958.224271
5020.0,171,958.552584
4772.5,148,958.828688
4285.5,196,959.243869
5696.0,131,959.506414
5234.0,141,959.7748
5519.5,133,960.029132
4716.0,162,963.280197
5761.5,161,963.613459
5410.5,147,963.922192
6509.5,128,964.156985
5256.5,137,964.420584
5299.0,133,964.669133
5415.0,121,964.906208
4377.5,146,965.189739
5563.5,129,965.429513
5867.0,144,965.725641
4887.5,176,966.067555
5061.0,154,966.368804
5498.5,157,966.685536
4605.5,148,966.98025
5469.5,146,969.779047
5222.5,111,970.059211
5410.0,137,970.376949
5379.0,131,970.715459
6032.0,136,971.009529
4845.5,157,971.370629
5476.0,127,971.674047
4821.0,148,972.01019
5296.5,150,972.394097
4981.5,153,972.80001
4887.0,168,973.17111
5225.0,125,973.456061
4806.5,157,973.843176
5520.0,145,974.179808
5214.5,141,974.500773
5393.5,145,977.095211
5080.0,144,977.390798
4594.0,148,977.709666
4613.0,173,978.065459
4901.5,147,978.351093
5050.5,145,978.632175
4754.0,177,978.994361
5405.0,149,979.283722
4814.0,146,979.602392
5740.5,130,979.856971
5190.0,132,980.117099
5185.5,136,980.395909
5497.5,122,980.640823
6467.0,126,980.878969
5670.5,112,983.144549
5109.0,147,983.461801
6188.5,131,983.733316
4785.5,177,984.111716
5205.0,152,984.440375
5272.0,129,984.722349
4908.5,131,984.979977
5286.0,122,985.227631
5285.0,165,985.571079
5254.5,154,985.874391
5223.5,170,986.20559
5044.0,140,986.487948
4770.5,135,986.810099
5186.5,168,987.175702
4736.0,155,989.80859
5505.0,143,990.107032
5178.0,132,990.392272
5717.0,133,990.659478
5923.5,128,990.909121
4629.5,144,991.19153
5315.0,153,991.489639
5357.5,147,991.792952
5570.5,135,992.045071
5338.5,130,992.2934
5564.0,137,992.55004
4707.0,177,992.913049
5373.0,112,993.131078
5260.5,119,993.381737
5276.0,144,993.695362
5676.5,117,996.619132
4504.5,181,997.019944
6365.0,131,997.298563
5284.0,132,997.592293
5513.5,119,997.856491
5774.0,134,998.149679
5605.5,141,998.438683
5218.5,145,998.740956
5690.0,135,999.029286
4517.0,156,999.362157
5214.5,161,999.718436
5680.5,133,1000.002561
5219.5,130,1000.300566
5236.5,161,1000.72967
5382.5,123,1001.003561
4109.5,166,1004.154882
5586.5,115,1004.491502
5338.5,134,1004.818585
5570.0,141,1005.119833
5198.5,162,1005.50182
4542.5,188,1005.957677
5786.0,119,1006.23314
5271.5,139,1006.583595
5326.5,129,1006.856898
5096.5,156,1007.194937
4453.5,136,1007.456474
5389.5,150,1007.774637
6131.0,120,1008.020808
6409.5,151,1008.326813
5955.0,133,1011.030428
5476.0,166,1011.415583
4971.5,124,1011.734453
5222.0,140,1012.04495
5207.5,139,1012.390333
5935.0,127,1012.675733
5051.0,167,1013.034612
5480.5,151,1013.417128
5369.5,143,1013.746624
3346.5,201,1014.177814
5363.5,146,1014.483001
6026.0,111,1014.734274
6001.0,130,1015.014175
4630.5,174,1015.38281
5145.5,164,1018.018723
5140.0,156,1018.443855
4373.0,183,1018.877207
4899.5,142,1019.193346
5488.5,107,1019.427041
4965.0,139,1019.745998
5404.5,140,1020.054707
5643.0,128,1020.285439
5336.5,144,1020.532032
5676.0,149,1020.815248
5310.0,155,1021.09959
5975.0,115,1021.322328
5669.5,141,1021.614295
5787.5,126,1021.869965
5129.5,134,1024.209023
6198.5,123,1024.497608
5431.0,144,1024.78829
5640.5,150,1025.074774
5360.5,128,1025.307589
5509.0,135,1025.552696
5337.0,149,1025.85328
5531.5,142,1026.143317
5625.5,136,1026.43869
5469.0,134,1026.820667
5241.5,137,1027.128524
5626.0,150,1027.461014
5600.0,122,1027.717659
4543.0,137,1028.091067
4879.5,170,1028.456248
5431.5,133,1031.435095
4701.5,130,1031.725741
4576.0,177,1032.112805
4934.5,164,1032.453992
5685.0,147,1032.760376
4567.0,148,1033.038615
5386.0,128,1033.293797
5224.5,126,1033.552341
5205.5,148,1033.872504
5204.0,132,1034.139405
4849.5,151,1034.454949
5652.5,130,1034.732725
5610.5,132,1035.047884
5689.0,152,1035.424925
4790.5,159,1038.044659
4814.5,171,1038.38768
5479.0,144,1038.711025
4993.5,155,1039.013456
5939.0,128,1039.257411
5306.0,132,1039.506209
5091.5,163,1039.86371
5163.0,153,1040.168862
5508.5,129,1040.420018
5364.5,144,1040.72332
5274.5,154,1041.070988
6182.5,126,1041.323767
5338.0,118,1041.550224
5419.0,141,1041.865928
4569.5,146,1042.156377
5376.5,135,1044.569023
5214.5,139,1044.835028
5020.5,126,1045.085909
5554.0,134,1045.363669
5597.5,128,1045.633281
5546.5,135,1045.905469
5617.5,141,1046.160336
5319.5,148,1046.459135
5766.5,124,1046.674539
5372.5,136,1046.942335
4918.5,143,1047.205972
5159.5,148,1047.488322
4581.0,156,1047.790451
5186.0,125,1048.044257
4689.0,160,1050.722442
4969.0,138,1051.046807
4481.5,123,1051.307114
5548.0,112,1051.557583
5818.5,111,1051.779695
4995.0,146,1052.056742
5347.0,139,1052.368413
5329.0,139,1052.678337
5190.5,155,1053.052323
5364.5,165,1053.348105
5204.5,158,1053.639156
5124.5,166,1053.967596
4689.5,160,1054.301785
5496.5,148,1054.586416
5153.5,141,1054.855145
5576.5,135,1056.916673
5271.5,146,1057.242572
5774.0,143,1057.54286
5229.0,168,1057.868971
5074.5,162,1058.205891
5686.5,120,1058.527716
5172.5,145,1058.85552
5213.5,165,1059.198288
5871.0,135,1059.502861
5241.0,139,1059.851884
5409.5,140,1060.157848
6355.0,103,1060.371282
5285.0,138,1060.64914
5709.5,149,1060.982913
5070.5,142,1063.249614
5997.0,157,1063.55847
5687.0,141,1063.843832
5112.5,139,1064.113194
5000.0,135,1064.37734
5252.0,144,1064.674255
5128.0,114,1064.908227
6023.5,139,1065.19287
5137.0,145,1065.467646
5804.5,126,1065.702083
4926.0,132,1065.969771
6013.5,130,1066.25143
5048.5,138,1066.538197
5377.5,124,1066.787219
4863.0,159,1067.082399
4644.0,199,1069.490951
5457.0,143,1069.7816
4554.0,142,1070.068745
5288.0,134,1070.30699
5932.0,129,1070.559172
5152.5,145,1070.85001
4975.5,176,1071.183207
5261.5,132,1071.424768
5179.0,163,1071.787036
5348.0,134,1072.070227
4965.5,138,1072.35118
5194.5,153,1072.658278
4717.5,145,1072.973323
5092.5,185,1075.489685
5165.0,159,1075.810071
5427.0,148,1076.113481
4537.5,155,1076.437434
5462.0,155,1076.738477
5244.0,151,1077.041045
5931.0,125,1077.278493
4907.0,149,1077.573609
5919.5,126,1077.832408
5010.5,169,1078.178844
5249.0,135,1078.465739
4325.5,188,1078.852646
5193.0,114,1079.08876
5134.0,150,1079.386723
5578.5,147,1081.706986
5505.0,121,1081.970018
4183.5,171,1082.308496
5333.5,119,1082.56082
5731.5,141,1082.853997
4655.0,131,1083.107921
5810.0,136,1083.369701
5708.0,121,1083.604015
4277.5,179,1083.968418
5013.0,150,1084.260158
4562.0,150,1084.569661
4861.0,148,1084.866726
4755.0,134,1085.112694
5324.0,142,1085.394829
5453.0,120,1085.640876
5164.0,153,1088.062746
5445.5,134,1088.355768
5175.0,159,1088.66136
5691.5,110,1088.885827
5697.5,132,1089.120682
5847.0,142,1089.401297
5258.5,116,1089.615454
5722.0,135,1089.86839
5053.0,159,1090.195356
5077.5,136,1090.464139
5367.0,147,1090.752388
5569.0,146,1091.04496
5369.5,128,1091.31072
5747.5,126,1091.59007
5167.0,140,1091.870039
5223.0,147,1094.099967
5264.5,111,1094.331714
5928.0,119,1094.556401
5421.5,134,1094.823633
5609.5,132,1095.076011
4965.0,144,1095.356392
5482.0,141,1095.635129
5386.0,122,1095.87617
5427.5,128,1096.13014
5358.0,135,1096.397064
5589.5,115,1096.628363
5685.5,142,1096.927534
4866.5,151,1097.220686
4724.5,163,1097.543283
5832.0,158,1097.885185
5171.5,145,1100.168522
4785.0,160,1100.470913
4671.0,131,1100.725794
5218.0,144,1101.018703
5124.0,165,1101.331596
5230.0,146,1101.620029
5120.5,159,1101.944763
5556.0,146,1102.236698
5364.5,144,1102.494967
5603.5,158,1102.809251
5767.0,124,1103.060768
4631.5,134,1103.31682
5098.5,139,1103.613688
5578.5,130,1103.905834
5738.0,144,1106.250925
5108.5,160,1106.597646
5084.0,164,1106.919913
5745.0,142,1107.209418
5006.5,175,1107.535493
5467.5,119,1107.796484
5921.0,128,1108.035551
5448.0,123,1108.271014
5845.0,131,1108.532572
5475.5,155,1108.838727
4618.0,154,1109.137398
5532.5,128,1109.384828
5121.0,170,1109.73081
4543.5,154,1110.052411
5374.0,145,1112.294014
5014.0,169,1112.639232
3379.0,201,1113.040897
4715.0,136,1113.303171
5487.0,150,1113.609019
4706.5,156,1113.911064
5447.0,138,1114.18632
5473.5,110,1114.401222
4498.5,181,1114.752305
5872.5,130,1115.022561
5549.0,142,1115.298858
5297.0,136,1115.585276
5013.0,155,1115.901562
5913.5,128,1116.143866
5502.0,129,1118.506109
4995.5,143,1118.811159
6035.5,110,1119.024814
6268.5,116,1119.247985
5271.0,124,1119.510667
5136.5,173,1119.866432
5624.5,137,1120.12148
5461.0,141,1120.393658
4704.0,168,1120.70922
5263.0,120,1120.969299
4968.0,146,1121.267255
4710.0,129,1121.51839
4766.0,161,1121.829115
5458.0,122,1122.086146
5133.5,136,1122.349241
5306.0,137,1124.720627
5501.5,147,1125.009868
4385.5,166,1125.343842
5669.5,120,1125.577297
4752.0,153,1125.88694
5061.0,130,1126.150966
5100.5,125,1126.373768
5291.5,149,1126.664456
5346.5,158,1126.977388
5519.5,138,1127.242245
5271.0,141,1127.517835
5819.0,125,1127.753211
5759.5,118,1127.998577
5503.0,125,1128.250572
5758.5,132,1128.512842
5235.0,179,1130.801339
5683.0,130,1131.081175
6050.5,124,1131.326933
5352.0,126,1131.582576
5621.5,149,1131.891878
6006.5,114,1132.135616
4727.5,153,1132.450689
6124.5,121,1132.668336
5294.5,160,1132.991571
5354.5,168,1133.324397
5238.0,144,1133.613881
5842.0,131,1133.876673
4943.5,138,1134.148078
5785.5,112,1134.363167
5893.5,128,1137.018541
4271.0,182,1137.388608
5460.0,123,1137.641256
5319.0,135,1137.92263
5447.0,123,1138.176732
6106.5,115,1138.41869
5847.5,134,1138.707642
5448.0,160,1139.061378
4670.5,137,1139.361273
5449.5,136,1139.637099
5970.0,116,1139.859649
5702.0,133,1140.129385
5756.5,137,1140.405399
5729.5,142,1140.68513
5850.0,130,1140.956589
5718.0,139,1143.326087
5630.5,139,1143.641759
5717.0,112,1143.855519
5953.5,115,1144.104303
4846.5,161,1144.398542
5214.0,146,1144.701684
5545.5,149,1145.021148
5461.5,132,1145.276695
5166.0,133,1145.54689
5231.5,148,1145.828207
5121.0,146,1146.120036
5494.0,153,1146.429768
4809.0,152,1146.742923
4905.0,155,1147.039761
5123.0,150,1147.336984
4745.0,147,1149.796023
5727.5,127,1150.072883
5275.0,139,1150.360306
5242.0,163,1150.680403
5811.5,126,1150.923706
5132.5,123,1151.17157
5247.5,133,1151.424539
4803.0,172,1151.778729
5731.0,130,1152.05875
5120.0,162,1152.429103
5952.5,113,1152.656235
5076.0,139,1152.931587
5329.0,149,1153.238252
5144.0,149,1153.526627
5297.0,138,1155.867453
5105.0,142,1156.172499
5865.0,134,1156.426862
4592.5,181,1156.786488
5454.5,139,1157.075477
5677.5,115,1157.32564
5746.0,131,1157.591743
5076.5,155,1157.896246
4918.5,146,1158.190126
5103.5,138,1158.476077
5341.5,150,1158.787865
5608.0,134,1159.056266
5243.0,148,1159.362332
4770.0,113,1159.585693
6112.5,143,1159.868756
4527.0,162,1162.493672
5402.5,151,1162.835263
6141.0,146,1163.164674
5605.0,151,1163.492193
5390.0,144,1163.813382
5360.5,136,1164.180876
6078.5,119,1164.443042
5507.0,142,1164.734522
5669.5,140,1165.018618
4813.5,164,1165.371112
5781.5,130,1165.635003
5118.5,160,1165.961066
5761.5,167,1166.313721
4606.0,165,1166.654631
4703.0,128,1168.859993
5363.5,132,1169.095577
5211.5,150,1169.372609
5213.5,162,1169.691754
5952.0,117,1169.921982
5525.5,134,1170.193622
5205.5,159,1170.506051
5658.0,134,1170.786985
5478.0,148,1171.098514
5915.0,137,1171.370414
6119.5,122,1171.601341
5570.0,129,1171.856734
5170.5,139,1172.215116
5622.0,145,1172.533877
5814.0,109,1172.778282
5344.5,140,1175.426621
4965.0,122,1175.642108
5751.0,143,1175.909738
5528.5,173,1176.243762
5254.5,136,1176.511998
4893.5,156,1176.826317
5638.0,169,1177.217098
4935.5,156,1177.56616
5419.0,140,1177.85815
5701.5,140,1178.173006
4805.0,124,1178.421566
5907.0,126,1178.672983
5534.0,130,1178.951308
5761.5,134,1179.288765
5625.5,125,1181.724761
4744.0,141,1182.003309
5153.0,144,1182.287687
5555.0,118,1182.52078
5148.0,145,1182.817037
5110.0,169,1183.149548
5877.0,135,1183.42055
5284.0,138,1183.689908
5316.5,125,1183.921531
5972.0,131,1184.179886
5163.5,160,1184.497575
5805.0,118,1184.73153
5566.0,125,1184.983044
5664.5,134,1185.240634
5629.0,131,1185.498435
6053.0,110,1187.798336
5687.0,118,1188.033014
4879.5,146,1188.330931
5094.5,154,1188.634032
4800.5,154,1188.945709
