#{"t_start": 1780877043.7068098, "env_id": "None"}
r,l,t
5507.0,144,1189.230704
5521.5,120,1189.485428
5614.0,139,1189.736989
5922.5,132,1189.986586
5572.0,135,1190.255442
4951.0,153,1190.551612
4983.5,139,1190.815819
4063.0,174,1191.153974
5610.0,147,1191.446912
5362.0,133,1191.705606
6185.5,127,1194.082138
4591.5,179,1194.420946
5317.0,132,1194.682224
5710.5,123,1194.915148
5186.5,149,1195.180806
5652.0,137,1195.445028
5551.5,142,1195.720834
4318.5,173,1196.048529
5642.5,122,1196.301235
4554.0,143,1196.569482
5033.5,136,1196.83054
5294.0,140,1197.086212
5803.5,154,1197.390879
4922.0,164,1197.712677
5134.5,144,1200.228346
5965.0,141,1200.525384
5512.0,134,1200.797828
5457.0,132,1201.071617
5448.5,125,1201.299388
5916.5,123,1201.532162
5277.5,125,1201.794764
4465.5,177,1202.144322
5788.0,141,1202.438799
5209.0,137,1202.70988
5282.5,137,1202.977008
6102.5,119,1203.20703
5685.5,137,1203.489124
5702.0,136,1203.74385
5344.0,130,1204.001856
4925.0,136,1207.156039
5839.5,149,1207.539284
5623.0,116,1207.81136
5522.0,115,1208.104958
5109.5,121,1208.401932
5329.0,132,1208.734174
6115.0,125,1209.065721
5234.0,121,1209.340629
5022.5,137,1209.622969
4800.5,167,1209.985951
6063.0,135,1210.269244
5148.0,155,1210.582075
4482.5,181,1210.957821
5541.0,158,1211.300663
5912.5,160,1211.644889
4902.5,154,1214.864705
4130.0,175,1215.279808
5460.0,131,1215.564304
6108.5,132,1215.860964
4952.5,159,1216.219367
5381.0,127,1216.507561
5121.5,127,1216.811439
6035.5,115,1217.088917
6167.0,123,1217.380618
4755.0,153,1217.768444
5439.5,131,1218.063629
5143.5,135,1218.368142
5390.5,164,1218.704219
5540.0,147,1218.98646
5556.0,106,1219.206409
5278.5,150,1221.776845
4824.0,153,1222.089676
5967.5,122,1222.33945
5250.0,139,1222.813576
5806.0,100,1223.048434
4899.0,149,1223.390202
5367.5,134,1223.687119
6007.0,132,1223.968723
5858.5,124,1224.23797
5066.0,142,1224.53808
6099.0,122,1224.811543
5140.0,138,1225.119395
6067.0,137,1225.406435
5752.0,123,1225.660825
5600.5,118,1225.940706
6336.5,111,1229.028641
5506.5,139,1229.314396
5449.0,139,1229.618781
5134.5,130,1229.891471
5316.5,154,1230.225218
5544.0,126,1230.501894
5617.5,135,1230.783809
5504.0,115,1231.031717
5486.5,122,1231.306795
5071.5,175,1231.685193
5334.0,131,1231.980474
5306.5,140,1232.287839
4830.0,152,1232.618688
5321.0,144,1232.916991
6124.5,129,1233.195123
5413.5,121,1235.456849
5267.0,150,1235.770881
5287.5,140,1236.051726
5681.0,145,1236.347502
5697.5,118,1236.580062
5475.5,113,1236.799275
5804.5,138,1237.074789
5474.5,145,1237.378002
5729.0,122,1237.633557
5826.0,129,1237.887633
5991.5,122,1238.131026
5096.5,148,1238.417957
5332.5,134,1238.682593
5581.0,125,1238.931812
5740.5,138,1239.194862
5384.0,113,1239.421104
5547.0,130,1241.813802
5444.5,131,1242.083101
5613.0,145,1242.369073
5072.5,141,1242.632456
5372.0,141,1242.904515
5023.5,153,1243.208078
5787.0,131,1243.470905
5463.5,129,1243.726418
6032.5,119,1243.969018
5530.5,140,1244.245384
5677.5,134,1244.532034
4680.0,164,1244.891183
5440.0,122,1245.137381
5408.5,128,1245.410738
5946.0,139,1245.683192
5655.0,116,1248.104224
5446.0,148,1248.398808
5597.5,122,1248.640723
6359.0,108,1248.852741
5634.5,130,1249.120177
5739.5,124,1249.385183
5130.0,147,1249.690185
5874.5,148,1249.999398
5917.0,118,1250.234862
6211.5,135,1250.506827
5424.0,142,1250.791394
5003.0,181,1251.151069
5734.0,143,1251.448595
6229.0,132,1251.716438
5200.0,144,1251.997182
4346.0,168,1254.576334
5512.0,138,1254.866124
5471.5,139,1255.154804
5080.5,141,1255.436455
5390.0,126,1255.702732
5809.0,141,1255.974844
4645.0,145,1256.302842
5817.0,144,1256.589283
5007.5,155,1256.921095
5722.0,144,1257.196655
5802.0,127,1257.453047
5683.5,138,1257.721004
5692.5,117,1257.960044
5732.0,126,1258.19886
5528.5,127,1258.468892
5670.0,124,1260.882111
5497.5,121,1261.149009
5566.5,117,1261.368557
5712.0,137,1261.646974
5241.5,153,1261.940293
5443.5,122,1262.177881
5665.0,122,1262.422869
6308.0,129,1262.681764
6041.5,149,1262.990782
5285.5,140,1263.262442
5288.0,130,1263.532278
4731.5,167,1263.872357
6002.5,130,1264.133085
5927.0,135,1264.390398
5176.5,130,1264.654444
6126.5,123,1267.129281
5658.5,125,1267.384783
4602.0,160,1267.71595
5176.0,118,1267.945322
4418.5,154,1268.254877
5412.0,123,1268.494393
5757.5,120,1268.740676
5167.5,158,1269.05171
6011.0,106,1269.268045
5617.0,130,1269.52237
5597.5,132,1269.787307
4927.5,173,1270.130749
5268.0,161,1270.452396
5243.5,140,1270.79705
5547.0,121,1271.057635
4980.0,132,1273.727353
5628.0,144,1274.021508
5308.5,119,1274.293108
5308.0,162,1274.631955
5885.0,144,1274.919647
5584.0,144,1275.213703
5915.5,153,1275.52828
5475.0,131,1275.790349
5371.0,128,1276.06349
4358.5,196,1276.454121
6357.5,122,1276.713862
5659.5,135,1276.989127
5586.5,138,1277.272324
5529.5,180,1277.644531
5117.5,130,1280.275031
5675.0,131,1280.547991
5504.5,127,1280.806309
5874.0,138,1281.156246
5310.0,130,1281.455988
4470.0,171,1281.917903
5188.5,151,1282.241691
5492.5,129,1282.520844
5852.5,126,1282.767655
5554.5,130,1283.02864
5583.5,146,1283.31803
5851.5,141,1283.655778
5566.0,137,1283.949824
5370.5,154,1284.329579
5941.0,122,1284.591451
5748.5,113,1286.868642
6278.5,114,1287.072631
5092.5,148,1287.375029
5355.0,132,1287.630618
4918.5,132,1287.911761
5043.5,150,1288.208291
5748.5,140,1288.489682
5245.0,147,1288.77331
6186.0,121,1289.008782
5857.5,147,1289.306867
5823.5,126,1289.563881
5312.0,144,1289.861038
5222.0,142,1290.127128
5976.5,128,1290.393126
4895.0,147,1290.709268
5174.5,133,1292.921098
5162.0,201,1293.320076
5079.5,174,1293.630636
5708.0,134,1293.869327
5396.5,149,1294.172349
5765.0,147,1294.451264
5862.0,135,1294.695926
5478.0,139,1294.960573
5717.0,118,1295.172723
4924.0,150,1295.47794
5448.5,133,1295.724817
6326.0,113,1295.929242
5635.0,127,1296.181098
5251.5,145,1296.451545
5464.0,157,1298.68637
5469.5,120,1298.90458
4784.5,114,1299.122508
5305.5,151,1299.393548
4823.5,147,1299.66223
5840.0,150,1299.953492
4689.5,153,1300.258236
6007.5,133,1300.524027
6111.0,125,1300.791644
5285.5,140,1301.076532
5694.5,124,1301.321141
5607.5,114,1301.562801
5100.5,150,1301.850991
5608.0,129,1302.122874
5700.5,135,1302.392377
5312.5,146,1304.618093
5262.5,165,1304.932397
5046.0,133,1305.194296
5607.5,127,1305.433163
5196.5,127,1305.676149
5028.5,133,1305.928205
6144.0,127,1306.180739
5908.0,119,1306.423424
5701.5,134,1306.681896
5898.5,130,1306.925908
5381.5,148,1307.223046
5017.5,152,1307.50208
5453.5,148,1307.794416
5042.5,155,1308.097954
5647.0,135,1308.345767
5527.5,148,1310.634609
5367.0,141,1310.924445
5266.5,167,1311.239659
5840.0,144,1311.516657
5920.5,132,1311.775667
5800.0,117,1312.008329
6152.0,111,1312.24808
4765.0,163,1312.555765
5198.5,136,1312.812552
5542.0,145,1313.094799
5720.5,146,1313.382651
5085.0,139,1313.641926
5373.0,134,1313.907786
5941.0,128,1314.163726
5265.5,157,1314.481398
4977.5,139,1316.690772
5035.5,147,1316.968938
4969.0,130,1317.241576
5245.0,174,1317.551009
5516.0,158,1317.853693
5006.0,135,1318.095915
5647.0,151,1318.395476
5404.0,140,1318.663091
5721.5,135,1318.93035
5453.0,128,1319.202934
4911.5,184,1319.563825
5689.5,120,1319.836409
6383.5,119,1320.10461
5265.5,125,1320.39373
4752.0,147,1322.984247
5923.0,120,1323.259832
5332.0,137,1323.558425
5628.0,132,1323.797289
5752.0,123,1324.019411
4940.0,138,1324.257126
5965.0,144,1324.521239
5014.0,147,1324.811756
5883.5,139,1325.103992
5599.5,151,1325.407667
5253.5,128,1325.664549
5277.0,134,1325.920148
4755.0,126,1326.152976
4966.5,150,1326.436309
5210.0,145,1326.779113
4835.0,138,1329.641378
5484.0,144,1329.930154
5014.0,143,1330.206401
5232.5,140,1330.484462
5485.5,118,1330.699431
5837.0,130,1330.942941
5259.5,137,1331.203449
4612.5,177,1331.565863
5642.5,144,1331.839366
5316.0,135,1332.152082
5674.5,122,1332.393295
6220.5,124,1332.622853
5905.0,131,1332.874452
5892.5,125,1333.130455
5218.0,138,1333.420966
5044.0,138,1335.702229
5745.5,133,1335.95729
4987.5,150,1336.240053
5013.5,131,1336.491485
5253.0,136,1336.770027
5163.5,140,1337.039103
5305.0,147,1337.326051
5364.0,132,1337.577215
5375.0,122,1337.842652
4747.0,162,1338.152133
5856.0,151,1338.487038
5777.5,141,1338.753518
5672.5,141,1339.040104
5512.5,134,1339.31438
5861.5,133,1339.573734
4811.5,142,1341.745398
5826.0,129,1341.982135
5781.5,118,1342.199671
4735.0,147,1342.510907
5675.0,128,1342.739594
5623.5,136,1343.005477
5315.5,132,1343.235442
5437.0,142,1343.506948
5018.5,188,1343.879699
5156.5,137,1344.147708
6020.5,133,1344.398556
5836.5,128,1344.640786
4800.0,140,1344.912714
5421.5,136,1345.174159
4639.5,126,1345.406235
5800.5,126,1347.554552
6212.0,123,1347.777817
5967.0,119,1347.991847
6478.0,125,1348.218451
4669.5,157,1348.524745
5980.5,129,1348.761497
5706.0,137,1349.026276
5764.5,137,1349.288201
5224.5,134,1349.582131
5406.0,122,1349.825106
5152.5,145,1350.117204
4717.5,163,1350.446541
5423.0,141,1350.711634
5041.0,144,1350.99299
5465.5,135,1351.252051
5547.0,144,1353.487659
4832.0,167,1353.805665
5969.0,116,1354.044347
6025.0,120,1354.258543
6215.5,135,1354.528305
5794.5,119,1354.797995
6594.0,134,1355.047385
5567.0,110,1355.265642
6842.0,109,1355.518517
4359.0,201,1355.934128
5595.0,146,1356.219843
5916.5,123,1356.469396
5891.0,119,1356.693707
4813.5,158,1357.027829
6063.0,119,1357.263683
6113.0,124,1359.513047
4853.0,169,1359.85822
4484.0,153,1360.163548
4324.0,146,1360.47507
5364.5,154,1360.823619
5634.0,129,1361.0707
5607.5,154,1361.378264
4871.5,133,1361.619103
4910.0,156,1361.904143
5170.0,160,1362.200995
5027.0,132,1362.451503
5191.0,146,1362.747495
4264.0,179,1363.102578
6010.0,141,1363.386879
5991.5,127,1365.672312
5356.0,130,1365.930257
5323.5,112,1366.138748
5603.5,138,1366.441795
5343.0,134,1366.695309
5238.5,149,1367.003907
5703.0,128,1367.250337
5376.0,140,1367.556086
5575.0,136,1367.820811
5396.5,144,1368.117049
5174.5,130,1368.365512
5760.5,134,1368.645786
5312.5,139,1368.939133
5474.0,133,1369.217823
5633.5,117,1369.461494
5672.5,143,1371.783103
5979.5,128,1372.04176
5637.5,124,1372.277074
4703.5,129,1372.526845
5334.0,160,1372.818918
5595.5,110,1373.050837
5872.5,121,1373.262711
5579.0,132,1373.50699
5259.5,118,1373.717526
5498.5,156,1374.022772
4864.0,157,1374.335171
5310.5,141,1374.642959
5555.0,127,1374.916252
4937.0,144,1375.184973
5379.5,135,1375.432106
5692.5,115,1375.647312
5464.5,130,1377.956635
5819.0,123,1378.216143
5406.0,139,1378.48372
5254.5,117,1378.723552
6056.0,112,1378.939379
5539.5,163,1379.268018
5730.5,134,1379.536141
5435.5,147,1379.792257
5299.0,145,1380.077719
5454.0,143,1380.338534
6012.5,142,1380.599101
4563.0,176,1380.944659
5719.0,128,1381.175182
5312.0,158,1381.496853
6171.0,134,1383.991385
5055.5,130,1384.244859
5672.0,119,1384.494019
5304.0,131,1384.76409
5509.0,133,1385.010757
5665.5,117,1385.280581
5780.0,133,1385.530671
5828.0,116,1385.773469
5330.5,147,1386.054507
5039.5,107,1386.265868
5975.5,116,1386.514818
5456.5,176,1386.874763
5909.0,132,1387.142019
5402.0,148,1387.44727
5456.5,149,1387.75691
6483.5,126,1388.012325
5468.0,134,1390.255485
5294.0,143,1390.517066
5633.5,149,1390.778409
6101.5,118,1391.016763
5530.5,147,1391.30845
4930.5,169,1391.638836
5003.5,133,1391.89346
5655.0,133,1392.167856
5990.0,103,1392.354655
5512.0,115,1392.598541
5786.5,131,1392.919681
5345.5,124,1393.165893
5649.5,146,1393.44845
4633.5,146,1393.711036
6009.0,131,1393.956533
5337.5,130,1396.113105
5368.0,120,1396.349361
4315.5,162,1396.690331
5778.0,148,1396.996816
4867.5,147,1397.283468
6252.5,131,1397.550632
5796.5,154,1397.833111
5696.5,142,1398.106563
5969.5,124,1398.38624
5565.0,126,1398.654488
5745.5,138,1398.920114
5636.5,115,1399.139009
5101.0,135,1399.395339
5515.5,135,1399.646666
5529.0,201,1400.054154
5781.0,125,1402.225757
5339.0,121,1402.478994
4974.5,129,1402.745052
5525.5,119,1402.972325
5240.0,146,1403.246241
5319.5,143,1403.552245
5988.0,136,1403.801749
4692.5,165,1404.132099
5710.5,132,1404.39816
4096.5,187,1404.745881
5550.0,158,1405.034017
5595.0,156,1405.337525
5359.0,137,1405.60941
5882.0,106,1405.829309
5198.5,136,1408.002481
4388.0,173,1408.326396
5973.5,138,1408.568862
4945.0,145,1408.834263
5417.5,145,1409.123818
5594.0,136,1409.380332
6122.0,123,1409.649229
5722.5,110,1409.85205
4464.5,146,1410.128671
5539.0,134,1410.365628
4759.5,165,1410.698733
5574.5,136,1410.985705
5410.0,159,1411.31029
5291.5,130,1411.586299
5692.0,112,1411.83125
5163.0,135,1414.32003
5193.0,127,1414.584251
5663.5,133,1414.862281
5963.5,128,1415.126961
5875.5,123,1415.388407
5593.0,112,1415.65076
5571.5,133,1415.91218
5835.5,127,1416.18171
5195.5,141,1416.486982
5108.0,157,1416.816714
5395.0,140,1417.122458
6379.0,113,1417.3863
5305.5,131,1417.646903
5013.5,121,1417.887355
5612.0,119,1418.127526
5207.0,144,1418.412233
5214.0,148,1420.62013
5421.0,135,1420.885631
5684.0,112,1421.097672
5400.0,136,1421.356288
5754.5,109,1421.557022
5741.0,138,1421.828966
5360.0,143,1422.102897
5586.0,126,1422.353519
6376.0,114,1422.60816
5523.5,149,1422.895387
5666.5,126,1423.160331
4831.0,157,1423.503212
5757.0,122,1423.768821
5672.5,137,1424.126201
5912.0,122,1424.420832
5321.0,120,1426.913075
5772.5,120,1427.178477
5547.5,117,1427.479511
5873.0,122,1427.742633
5814.0,120,1427.988225
5951.0,146,1428.280455
5744.5,134,1428.558948
5714.5,116,1428.861399
4946.0,163,1429.261358
5983.5,116,1429.517459
6063.5,122,1429.778353
5520.0,117,1430.041893
5472.0,124,1430.302299
5955.5,117,1430.542448
5099.5,151,1430.829511
5188.5,136,1431.092079
5592.0,162,1433.578396
5672.5,120,1433.822829
5538.0,135,1434.086308
5091.5,142,1434.367426
5935.0,148,1434.676619
5635.5,140,1434.957633
5242.0,173,1435.334886
5429.5,149,1435.658218
5466.0,127,1435.935879
5599.5,132,1436.207932
5461.5,132,1436.469926
4986.0,172,1436.789527
5317.0,131,1437.058898
5278.0,152,1437.381615
4.5,112,1379.914536
5994.0,114,1380.303377
6427.0,115,1380.659614
5722.5,124,1381.056081
5727.5,130,1381.520239
5885.5,116,1381.903284
5698.5,137,1382.331847
5633.0,137,1382.767256
5503.0,127,1383.146264
5652.0,155,1383.607494
5735.5,133,1384.008954
5621.0,135,1384.42572
6453.5,122,1384.799474
5917.5,118,1385.164047
5344.0,135,1385.574136
6008.0,117,1385.998902
5111.0,138,1386.432638
5646.0,153,1386.865219
6168.0,129,1387.260644
6477.5,131,1387.666391
5968.0,114,1388.010313
5145.0,125,1388.402026
5760.5,141,1388.854899
5416.5,129,1389.27827
5450.5,127,1389.673508
5954.5,146,1390.126512
6407.0,118,1390.503439
6162.5,138,1390.88752
6147.5,134,1391.296793
6038.5,138,1391.800514
5653.0,122,1392.15827
5576.5,141,1392.570189
5743.0,121,1392.925311
5943.0,118,1393.298689
6311.5,121,1393.689599
6401.5,153,1394.150069
5814.0,143,1394.610073
6973.0,117,1395.001659
6188.0,123,1395.403075
6284.5,100,1395.715143
4782.0,152,1396.158414
6170.0,117,1396.535438
5858.0,140,1396.934445
5430.0,179,1397.54454
4880.5,147,1397.954281
5653.5,124,1398.314131
6549.5,94,1398.603039
5679.5,126,1398.973
6020.0,147,1399.4238
5163.0,160,1399.922068
5867.0,111,1400.293725
5389.5,147,1400.779858
6096.5,111,1401.125194
6242.5,107,1401.443622
6097.0,116,1401.782872
6184.0,93,1402.058049
6512.5,117,1402.399536
5625.5,138,1402.873873
6073.5,137,1403.261655
5671.0,111,1403.589209
6099.5,125,1403.983895
5012.0,133,1404.400289
5840.0,110,1404.773941
6289.0,117,1405.18172
5252.5,133,1405.624954
5961.0,114,1406.028418
6169.0,132,1406.51361
5682.5,145,1407.037722
6340.0,122,1407.428149
5618.5,111,1407.787849
5825.5,112,1408.146711
6165.5,112,1408.562723
5423.0,179,1409.129209
5884.5,115,1409.524689
5939.5,125,1409.950376
5691.0,117,1410.376935
6210.5,109,1410.715729
5842.0,140,1411.147382
5975.5,145,1411.598013
6511.5,109,1411.948389
5765.5,128,1412.329173
6104.5,130,1412.764692
5986.0,107,1413.095708
6205.5,114,1413.462977
6061.0,156,1413.931486
5868.0,138,1414.325968
5232.0,150,1414.774635
5187.0,160,1415.25683
6838.5,121,1415.667604
5982.0,110,1415.995301
5823.5,134,1416.493402
5598.0,132,1417.041633
5513.0,128,1417.524771
5902.5,135,1417.983691
5314.0,140,1418.488089
5234.0,144,1418.966879
5048.5,141,1419.431125
6242.0,113,1419.868087
5842.0,153,1420.455957
5688.0,115,1420.827767
5850.0,134,1421.246235
5551.0,157,1421.822315
5864.5,123,1422.29106
5856.0,137,1422.768427
5294.0,131,1423.22085
5803.5,127,1423.615452
5320.0,133,1424.015681
6233.0,131,1424.440768
5022.0,167,1425.014133
5450.0,149,1425.537415
5436.0,124,1425.946592
5996.0,104,1426.318464
5630.0,153,1426.846539
5184.5,115,1427.188545
5681.5,131,1427.613051
6296.5,141,1428.056678
5940.0,127,1428.585566
5655.5,157,1429.109049
3590.0,201,1429.716625
5575.0,166,1430.243773
